Wall time,Step,Value
1602854675.586633,0,18.1004638671875
1602854678.235351,1,17.825611114501953
1602854679.378758,2,17.55521583557129
1602854680.511422,3,17.287363052368164
1602854681.660209,4,17.021038055419922
1602854682.795886,5,16.755172729492188
1602854683.923997,6,16.48798370361328
1602854685.053899,7,16.21588897705078
1602854686.189499,8,15.93497371673584
1602854687.321374,9,15.636274337768555
1602854688.457974,10,15.377803802490234
1602854689.683799,11,15.184556007385254
1602854690.829766,12,14.915817260742188
1602854691.972141,13,14.673648834228516
1602854693.108386,14,14.463565826416016
1602854694.234974,15,14.252328872680664
1602854695.367067,16,14.03375244140625
1602854696.501483,17,13.807965278625488
1602854697.637786,18,13.584217071533203
1602854698.785597,19,13.375919342041016
1602854699.942514,20,13.182364463806152
1602854701.207929,21,12.975634574890137
1602854702.391259,22,12.763556480407715
1602854703.528862,23,12.567503929138184
1602854704.661518,24,12.378572463989258
1602854705.283974,25,12.188238143920898
1602854705.91503,26,11.993497848510742
1602854706.53917,27,11.799854278564453
1602854707.165024,28,11.615803718566895
1602854707.789442,29,11.43368148803711
1602854708.419879,30,11.245489120483398
1602854709.129787,31,11.066736221313477
1602854709.752974,32,10.893210411071777
1602854710.375973,33,10.70985221862793
1602854711.002785,34,10.532957077026367
1602854711.628579,35,10.36556625366211
1602854712.250558,36,10.190237998962402
1602854712.873157,37,10.04456901550293
1602854713.502634,38,9.88585090637207
1602854714.12974,39,9.75108528137207
1602854714.750921,40,9.591070175170898
1602854715.460864,41,9.4385986328125
1602854716.088401,42,9.29033088684082
1602854716.71101,43,9.153855323791504
1602854717.333567,44,9.012252807617188
1602854717.954878,45,8.882073402404785
1602854718.5821,46,8.749561309814453
1602854719.20605,47,8.618741035461426
1602854719.831897,48,8.489684104919434
1602854720.976872,49,8.368202209472656
1602854721.601031,50,8.235418319702148
1602854722.312939,51,8.125714302062988
1602854722.935089,52,8.02016830444336
1602854723.562336,53,7.882132530212402
1602854724.187207,54,7.79396390914917
1602854724.810992,55,7.651767253875732
1602854725.434416,56,7.561370372772217
1602854726.062893,57,7.438676834106445
1602854726.685436,58,7.333535194396973
1602854727.305925,59,7.228825569152832
1602854727.928696,60,7.1206254959106445
1602854728.643335,61,7.027462482452393
1602854729.265367,62,6.915229797363281
1602854729.88768,63,6.825261116027832
1602854730.508707,64,6.730323791503906
1602854731.138785,65,6.637624263763428
1602854731.762898,66,6.542210578918457
1602854732.388231,67,6.442854881286621
1602854733.010772,68,6.376188278198242
1602854733.641497,69,6.262637615203857
1602854734.264318,70,6.186281204223633
1602854734.974814,71,6.097057342529297
1602854735.596661,72,6.017852783203125
1602854736.227482,73,5.9284467697143555
1602854736.853702,74,5.837728023529053
1602854737.476749,75,5.775912761688232
1602854738.101376,76,5.701893329620361
1602854738.730877,77,5.6298828125
1602854739.35498,78,5.523849010467529
1602854739.979011,79,5.470280647277832
1602854740.599024,80,5.383626461029053
1602854741.311775,81,5.3046369552612305
1602854741.934423,82,5.245960235595703
1602854742.558795,83,5.159088611602783
1602854743.186215,84,5.097723007202148
1602854743.81777,85,5.031649112701416
1602854744.440789,86,4.962767601013184
1602854745.06166,87,4.893669605255127
1602854745.685863,88,4.817491054534912
1602854746.314661,89,4.754072666168213
1602854746.938108,90,4.6934661865234375
1602854747.645047,91,4.636013507843018
1602854748.26817,92,4.578596591949463
1602854748.898363,93,4.516420364379883
1602854749.524859,94,4.440876483917236
1602854750.149009,95,4.3810505867004395
1602854750.770745,96,4.339725017547607
1602854751.402724,97,4.28013801574707
1602854752.026721,98,4.209326267242432
1602854753.241992,99,4.175597667694092
1602854753.936312,100,4.125229358673096
1602854754.722413,101,4.063504219055176
1602854755.419671,102,4.021066665649414
1602854756.120466,103,3.946770668029785
1602854756.873802,104,3.9135990142822266
1602854757.533451,105,3.8463547229766846
1602854758.214238,106,3.8303017616271973
1602854758.937346,107,3.769653081893921
1602854759.660882,108,3.740147829055786
1602854760.373396,109,3.662895679473877
1602854761.035906,110,3.6441659927368164
1602854761.747648,111,3.5842247009277344
1602854762.380295,112,3.5450010299682617
1602854763.006098,113,3.5054540634155273
1602854763.626893,114,3.45340633392334
1602854764.249341,115,3.413715362548828
1602854764.8806,116,3.373072385787964
1602854765.505344,117,3.3146376609802246
1602854766.128144,118,3.284001588821411
1602854766.753078,119,3.238787889480591
1602854767.383918,120,3.2053463459014893
1602854768.094459,121,3.1569910049438477
1602854768.729652,122,3.1220803260803223
1602854769.448282,123,3.106083393096924
1602854770.137525,124,3.0809457302093506
1602854770.81681,125,3.006995677947998
1602854771.496633,126,3.0059823989868164
1602854772.191566,127,2.941925048828125
1602854772.892969,128,2.9116945266723633
1602854773.60457,129,2.885563850402832
1602854774.316831,130,2.8324174880981445
1602854775.104443,131,2.823551893234253
1602854775.831439,132,2.761855125427246
1602854776.481821,133,2.7630159854888916
1602854777.141311,134,2.6965723037719727
1602854777.768207,135,2.7000527381896973
1602854778.401983,136,2.6422173976898193
1602854779.032307,137,2.6250479221343994
1602854779.658814,138,2.5812199115753174
1602854780.286253,139,2.5513415336608887
1602854780.919151,140,2.52704119682312
1602854781.631403,141,2.4916789531707764
1602854782.256169,142,2.4592292308807373
1602854782.883097,143,2.443512439727783
1602854783.518374,144,2.402738571166992
1602854784.145005,145,2.38262939453125
1602854784.772618,146,2.3653388023376465
1602854785.40226,147,2.320741653442383
1602854786.038042,148,2.3066163063049316
1602854787.180096,149,2.2686538696289062
1602854787.806476,150,2.246614456176758
1602854788.530595,151,2.2185423374176025
1602854789.164136,152,2.1881508827209473
1602854789.796121,153,2.172830820083618
1602854790.429182,154,2.14494252204895
